"","ID","year","narrowness"
"K42_L_20090206BRG_DG9-0062_Processed","K42",2009,3.39657046624657
"K42_L_20090917AVG_DG1-081_Processed","K42",2009,3.14736318160756
"K42_L_20110617KCB_JF4-133_Processed","K42",2011,3.40335524911989
"K42_L_20150822DKE_SJ1-0438_Processed","K42",2015,3.396941297859
"K43_L_20100608DKE_DG4-109_Processed","K43",2010,3.12409795608484
"K43_L_20100608EAF_DG4-033_Processed","K43",2010,3.13495453028611
"K43_L_20100608KCB_DG4-0067_Processed","K43",2010,3.08428587369635
"K43_L_20120530DKE_SJ1-411_Processed","K43",2012,3.69386233981115
"K43_L_20120813SAM_SJ2-0778_Processed","K43",2012,3.53954688012305
"K43_L_20161021KCB_JF1-103_Processed","K43",2016,3.64444165430135
"K44_L_20110707AVG_SJ2-270_Processed","K44",2011,2.88442857582489
"K44_L_20110710STJ_SJ1-536_Processed","K44",2011,3.21274609494456
"K44_L_20110719KCB_SJ1-079_Processed","K44",2011,3.13550006133714
"K44_L_20110806KCB_SJ1-0082_Processed","K44",2011,2.84097349285237
"K44_L_20110806KCB_SJ1-0086_Processed","K44",2011,3.07714445698053
"K44_L_20110806KCB_SJ1-0113_Processed","K44",2011,3.02748126355044
"K44_L_20120822DKE_SJ1-395_Processed","K44",2012,2.96094656870784
"K44_L_20121003KCB_SJ2-412_Processed","K44",2012,3.303141067327
"K44_L_20141018DKE_JF1-014_Processed","K44",2014,3.31448859712959
"L100_L_20031024DKE_DG1-286_Processed","L10",2003,3.38324429345803
"L100_L_20100723ROL_SJ2-423_Processed","L10",2010,3.46888094715567
"L100_L_20130617BAB_JF1-1375_Processed","L10",2013,3.85571436588819
"L101_L_20031024KCB_DG1-289_Processed","L10",2003,3.05696106071856
"L103_L_20110825DKE_SJ1-296_Processed","L10",2011,3.45075692310307
"L103_L_20120529BAB_JF1-0625_Processed","L10",2012,3.91233369753767
"L103_L_20130811JCH_SJ1-0536_Processed","L10",2013,3.57566427779211
"L103_L_20140126CAN_OR7-2445_Processed","L103",2014,3.48331649222433
"L104_L_20041020ACU_DG1- 205_Processed","L104",2004,3.65598291179656
"L105_L_20070928DKE_DG1-402_Processed","L105",2007,3.22618883051581
"L106_L_20070628DKE_DG1-096_Processed","L106",2007,3.2715794422776
"L106_L_20100525EAF_DG1_062_Processed","L106",2010,3.06547166580674
"L106_L_20170612MLM_JF1-0733_Processed","L106",2017,3.31351671753485
"L106_L_20170617DKE_SJ1-042_Processed","L106",2017,3.22921421064921
"L108_L_20070703DKE_DG1-003_Processed","L108",2007,3.33700619473105
"L108_L_20090728DKE_DG1-260_Processed","L108",2009,3.27912327619167
"L108_L_20121003DKE_SJ1-541_Processed","L108",2012,3.62518810394605
"L108_L_20130201JRT_GI7-008_Processed","L108",2013,3.50577241137573
"L109_L_20070703DKE_DG1-076_Processed","L109",2007,3.22474602532465
"L109_L_20070703EAF_DG1-054_Processed","L109",2007,3.18066297642936
"L109_L_20090925DKE_DG1-285_Processed","L109",2009,3.31699631765673
"L109_L_20100525EAF_DG1_032_Processed","L109",2010,3.46568386194437
"L109_L_20110804DKE_SJ2-0519_Processed","L109",2011,3.46629473838632
"L109_L_20110804KCB_JF1-450_Processed","L109",2011,3.74119490241183
"L109_L_20170617DKE_SJ1-321_Processed","L109",2017,3.55035258097275
"L110_L_20110617MLM_JF4-029_Processed","L110",2011,3.63198737356936
"L110_L_20140619DKE_SJ1-0814_Processed","L110",2014,3.56846313952131
"L110_L_20140619EEH_SJ1-560_Processed","L110",2014,3.61844198785891
"L110_L_20150609BAB_SJ2-179_Processed","L110",2015,3.72181935852853
"L111_L_20080812DKE_DG1-038_Processed","L111",2008,3.63699140570757
"L111_L_20080821DKE_DG1-038_Processed","L111",2008,3.81833015802825
"L112_L_20090220OTH_DG7-9693_Processed","L112",2009,3.00639006057295
"L112_L_20090709BRG_DG7-4000_Processed","L112",2009,3.24532256238836
"L112_L_20090831SAM_DG1-406_Processed","L112",2009,3.15994194338844
"L112_L_20110710BAB_SJ2-0148_Processed","L112",2011,3.05666859463281
"L113_L_20100729MLM_SJ7-007_Processed","L113",2010,3.24176083820516
"L113_L_20120625MLM_SJ7-009_Processed","L113",2012,3.82358982167855
"L113_L_20130602DKE_SJ2-174_Processed","L113",2013,3.63098879258291
"L113_L_20150613DKE_JF1-1343_Processed","L113",2015,3.6530576584648
"L115_L_20100813KCB_JF2-1073_processed","L115",2010,2.83432154935154
"L115_L_20100813KCB_JF2-1101_processed","L115",2010,2.94597057654176
"L115_L_20100916KCB_JF1-0097_processed","L115",2010,3.25236504016451
"L115_L_20110920DKE_SJ1-334_processed","L115",2011,3.49818157298818
"L115_L_20140623DKE_SJ1-150_processed","L115",2014,3.57548161600296
"L115_L_20150613BAB_JF1-0601_processed","L115",2015,3.68186595775803
"L115_L_20160907DKE_SJ1-0970_Processed","L115",2016,3.52703188842296
"L116_L_20101102DKE_SJ1-774_processed","L116",2010,3.05172387260949
"L116_L_20101102DKE_SJ1-826_processed","L116",2010,3.11032765078696
"L116_L_20110710KCB_SJ2-029_processed","L116",2011,3.15583956745613
"L116_L_20110804DKE_SJ2-0498_processed","L116",2011,3.45290480100624
"L116_L_20110804EAF_SJ2-099_processed","L116",2011,3.24867072965087
"L116_L_20110804EAF_SJ2-164_processed","L116",2011,3.56030330071625
"L116_L_20130903DKE_SJ1-079_Processed","L116",2013,3.48751389497052
"L116_L_20141018DKE_JF1-173_Processed","L116",2014,3.43110316799059
"L117_L_20101206DKE_SJ5-292_processed","L117",2010,3.34517531637571
"L117_L_20101206DKE_SJ5-306_processed","L117",2010,3.13919182136482
"L117_L_20110806KCB_SJ1-0255_processed","L117",2011,3.11569371166787
"L117_L_20110806KCB_SJ1-0256_processed","L117",2011,3.04278632733888
"L117_L_20110816DKE_SJ2-812_processed","L117",2011,3.02061254599055
"L117_L_20110920DKE_SJ1-428_Processed","L117",2011,3.2218242284921
"L117_L_20120529BAB_JF1-0621_Processed","L117",2012,3.27995422695335
"L117_L_20130618DKE_SJ1-140_processed","L117",2013,3.31047365778456
"L117_L_20141117DKE_SJ2-361_Processed","L117",2014,3.5201489832196
"L118_L_20110617MLM_JF4-085_Processed","L118",2011,2.9708957688114
"L118_L_20120529DKE_JF1-0781_Processed","L118",2012,3.33773178236031
"L118_L_20140623DKE_SJ1-224_Processed","L118",2014,3.75526405645728
"L118_L_20140623DKE_SJ1-329_Processed","L118",2014,3.02710808156091
"L118_L_20141020EEH_SJ1-0362_Processed","L118",2014,3.16908742590395
"L119_L_20120529BAB_JF1-0549_Processed","L119",2012,3.11987360672324
"L119_L_20120529DKE_JF1-0710_Processed","L119",2012,3.15276936603136
"L119_L_20120607JRT_JS7-171_Processed","L119",2012,2.90272958717101
"L119_L_20120618MLM_JF7-059_Processed","L119",2012,2.9880399154821
"L119_L_20120625AVG_SJ1-148_Processed","L119",2012,2.98739569932942
"L119_L_20120625AVG_SJ1-168_'processed","L119",2012,3.07847882335355
"L119_L_20120625DKE_SJ1-336_processed","L119",2012,3.12806024480905
"L119_L_20120827BAB_SJ1-043_processed","L119",2012,2.89380427863187
"L119_L_20120906DKE_SJ3-062_Processed","L119",2012,2.84543605200371
"L119_L_20130601BAB_SJ1-1208_Processed","L11",2013,3.06433310255222
"L119_L_20130601DKE_SJ1-1530_Processed","L119",2013,3.10276977914902
"L119_L_20130602DKE_SJ2-156_Processed","L119",2013,3.11147828806484
"L119_L_20150613DKE_JF1-1361_Processed","L119",2015,3.10963257357244
"L121_L_20150226CKE_WA7-064_Processed","L121",2015,3.09308735314348
"L121_L_20150226CKE_WA7-065_Processed","L121",2015,2.98078861267903
"L121_L_20150226CKE_WA7-132_Processed","L121",2015,2.77182893245476
"L121_L_20150226CKE_WA7-217_Processed","L121",2015,3.03036865645918
"L121_L_20150613KCB_JF2-0160_Processed","L121",2015,3.08335275165565
"L121_L_20160714DKE_SJ1-957_Processed","L121",2016,3.13251926496941
"L121_L_20160919KCB_SJ2-1316_Processed","L121",2016,3.29991305870304
"L121_L_20160925DKE_GI1-1092_Processed","L121",2016,3.350583480195
"L121_L_20180903DKE_SJ1-1313_Processed","L121",2018,3.23753601083075
"L122_L_20150907DKE_SJ1-0348_Processed","L122",2015,3.77110246746297
"L122_L_20150907DKE_SJ1-0353_Processed","L122",2015,3.67931236880462
"L122_L_20150907MAP_SJ1-063_Processed","L122",2015,3.84582883854235
"L122_L_20150907MAP_SJ1-311_Processed","L122",2015,3.75697223919533
"L122_L_20150907MAP_SJ1-316_Processed","L122",2015,3.80929782662744
"L122_L_20160603DAG_JF1-011_Processed","L122",2016,3.30077195268272
