"","ID","year","narrowness"
"L122_R_20150907DKE_SJ1-0377_processed (1)","L122",2015,3.54641181125585
"L122_R_20150907DKE_SJ1-0377_Processed","L122",2015,3.54633577818294
"L122_R_20150907DKE_SJ1-0386_processed (1)","L122",2015,3.27495443195491
"L122_R_20150907DKE_SJ1-0386_Processed","L122",2015,3.27492366296951
"L122_R_20150907MAP_SJ1-327_processed (1)","L122",2015,3.30773873780998
"L122_R_20150907MAP_SJ1-327_Processed","L122",2015,3.30870333139203
"L122_R_20150907MAP_SJ1-330_processed (1)","L122",2015,3.71048671530781
"L122_R_20150907MAP_SJ1-330_Processed","L122",2015,3.71361737073939
"L122_R_20160605DKE_SJ2-0391_processed (1)","L122",2016,3.41017942488752
"L122_R_20160605DKE_SJ2-0391_Processed","L122",2016,3.39524847622992
"L122_R_20160605DKE_SJ2-0473_Processed","L122",2016,3.19740615464701
"L122_R_20170612DKE_JF2-707_processed (1)","L122",2017,3.3493653315123
"L122_R_20170612DKE_JF2-707_Processed","L122",2017,3.31716968519037
"L122_R_20180612KCB_GI1-721_processed (1)","L122",2018,3.00485122535478
"L122_R_20180612KCB_GI1-721_Processed","L122",2018,3.05479604511778
"L122_R_20180930MLM_JF1-7888_Processed","L122",2018,3.47296027493075
"L123_R_20160603DAG_JF1-248_processed","L123",2016,2.85626385917452
"L123_R_20160603DKE_JF1-253_processed","L123",2016,2.76708877379277
"L123_R_20160820DKE_SJ1-0244_processed (1)","L123",2016,2.97578318199125
"L123_R_20160820DKE_SJ1-0244_Processed","L123",2016,2.96641131991973
"L123_R_20160906KCB_JF1-0251_Processed","L123",2016,3.72814382489038
"L123_R_20160926KCB_JF1-0480_processed (1)","L123",2016,2.93857814637407
"L123_R_20160926KCB_JF1-0480_Processed","L123",2016,2.9505213043191
"L2_R_20121002BAB_JF1-409_Processed","L2",2012,3.13359478014996
"L2_R_20121002DKE_JF1-628_Processed","L2",2012,2.90765608942463
"L21_R_20041017DKE_DG1- 013_Processed","L21",2004,2.69488270832577
"L22_R_20170612DKE_JF2-269_Processed","L22",2017,2.86238450142915
"L25_R_20170616MLM_JF7-071_Processed (1)","L25",2017,3.53836497262011
"L25_R_20170616MLM_JF7-071_processed","L25",2017,3.52631721691038
"L25_R_20180905DKE_SJ1-021_Processed","L25",2018,3.88766593285417
"L26_R_20110529DKE_SJ1-215","L26",2011,3.59357324425861
"L26_R_20110529DKE_SJ1-215_processed","L26",2011,3.5121150832383
"L41_R_20070613EAF_DG1_ 024_Processed","L41",2007,2.35385663679887
"L41_R_20080811DKE_DG1-024_Processed","L41",2008,2.87492383249097
"L41_R_20100616KMJ_SJ7-1900_Processed","L41",2010,2.90847049984418
"L41_R_20100726DKE_SJ2-015_Proessed","L41",2010,2.4865027475215
"L41_R_20130601DKE_SJ1-0634_Processed","L41",2013,2.61835618697006
"L41_R_20130622DKE_SJ1-030_Processed","L41",2013,2.75514919032554
"L41_R_20160721DKE_SJ1-649_Processed","L41",2016,2.55276162625694
"L47_R_20101016DKE_SJ1-681_Processed","L47",2010,3.9826087560131
"L47_R_20120906KCB_SJ1-288_processed","L47",2012,4.37449361349927
"L47_R_20130617BAB_JF1-0904_processed","L47",2013,3.48555033946566
"L53_R_20120529DKE_JF1-0894_Processed","L53",2012,3.50751769404595
"L54_R_20060827EAF_DG1_080_processed","L54",2006,3.20777883543129
"L54_R_20080805KCB_DG1_573_processed","L54",2008,3.05843131997148
"L54_R_20120916DKE_GI1-347_processed","L54",2012,3.01061859476473
"L54_R_20130809KCB_SJ1-008_Processed","L54",2013,3.03405735510343
"L54_R_20160618KCB_JF2-255_processed","L54",2016,3.12436378722227
"L55_R_20080902EEH_DG1-068_processed","L55",2008,2.83817268616398
"L55_R_20090628KCB_DG1-0018_processed","L55",2009,3.13754514504225
"L55_R_20100814SAM_SJ1-L9657_processed","L55",2010,2.67947951664899
"L55_R_20121002BAB_JF1-026_Processed","L55",2012,3.19643466790703
"L55_R_20160603DAG_JF1-294_processed","L55",2016,3.41027787642102
"L57_R_20080827KCB_DG1-665_Processed","L57",2008,2.77699319507501
"L57_R_20080912AVG_DG1-107_processed","L57",2008,3.22031372837954
"L72_R_20100525EAF_DG1_042_processed","L72",2010,3.61465501765788
"L72_R_20100723KCB_SJ1-350_processed","L72",2010,3.42208060614532
"L72_R_20101206DKE_SJ5-207_processed","L72",2010,3.80978313198104
"L72_R_20150705DKE_SJ1-1200_Processed","L72",2015,3.61547228854939
"L72_R_20151011KCB_JF2-196_processed","L72",2015,3.66995267305133
"L72_R_20161028DKE_SJ1-741_processed","L72",2016,3.268306034449
"L72_R_20180801MNW_GS2-1015_processed","L72",2018,3.7547359037559
"L73_R_20051008DKE_DG1-053_Processed","L73",2005,2.97037579945871
"L77_R_20070617BVA_DG1-232_Processed","L77",2007,2.54724194796666
"L77_R_20070617STJ_DG1-171_Processed","L77",2007,2.75468971046444
"L77_R_20160721MAP_SJ1-0391_processed","L77",2016,2.83218429288783
"L79_R_20070928DKE_DG1-137_Processed (1)","L79",2007,2.75543131622366
"L79_R_20070928DKE_DG1-137_Processed","L79",2007,2.75074145121382
"L82_R_20080831JWD_DG1_094_Processed","L82",2008,2.73403783966854
"L83_R_20100701AVG_SJ1-222_Processed","L83",2010,3.18206931257442
"L84_R_20120916KCB_GI2-709_Processed","L84",2012,2.74014704385201
"L84_R_20130617DKE_JF1-1164_Processed","L84",2013,2.81128354993167
"L85_R_20130617DKE_JF1-1564_Processed","L85",2013,2.63829133265705
"L85_R_20140902DKE_SJ1-073_Procesed","L85",2014,3.12722353486033
"L85_R_20150824DKE_SJ1-0938_Processed","L85",2015,2.99517979571389
"L85_R_20160925DKE_GI1-0281_Processed","L85",2016,2.99907093307224
"L86_R_20160805DKE_SJ1-113_Processed (1)","L86",2016,2.67736807994665
"L86_R_20160805DKE_SJ1-113_Processed","L86",2016,2.66605672202373
"L87_R_20101102DKE_SJ1-017_processed","L87",2010,2.66292519731777
"L87_R_20110824MLM_JF8-072_processed","L87",2011,2.64976308688919
"L87_R_20120809SAM_SJ2-184_Processed","L87",2012,2.88692291990627
"L87_R_20130517BAB_SJ1-050_processed","L87",2013,2.85854955716619
"L87_R_20150627KCB_SJ2-097_Processed","L87",2015,3.3886633284151
"L88_R_20150822DKE_SJ1-0239_Processed","L88",2015,2.54526800212632
"L88_R_20160820DKE_SJ1-0764_Processed","L88",2016,2.44034170589567
"L89_R_20070705BVA_DG1-024_processed","L89",2007,2.90402647337979
"L89_R_20080730DKE_DG1-135_Processed","L89",2008,2.74014855524367
"L89_R_20080811DKE_DG1-137_Processed","L89",2008,2.41696614024072
"L89_R_20130712DKE_SJ1-100_Proccessed","L89",2013,2.78937625943662
"L89_R_20160920DKE_SJ1-0957_Processed","L89",2016,2.80538710333856
"L90_R_20100525DKE_DG1-006_Processed","L90",2010,2.75375753349667
"L90_R_20110903DKE_SJ1-362_processed","L90",2011,2.67652774971223
"L90_R_20110920DKE_SJ1-759_Processed","L90",2011,3.23546956917981
"L90_R_20120816DKE_SJ1-006_Processed","L90",2012,3.24611032752369
"L90_R_20120906EEH_SJ2-040_processed","L90",2012,2.95995720039436
"L90_R_20140619DKE_SJ1-0379_processed","L90",2014,3.11055850522224
"L91_R_20100723ROL_SJ2-086_processed","L91",2010,3.24471715419585
"L91_R_20110710AVG_SJ1-099_processed","L91",2011,3.30687549963397
"L91_R_20110710STJ_SJ1-274_processed","L91",2011,3.36268943838126
"L91_R_20160605DKE_SJ2-0470_Processed","L91",2016,2.9099345666259
"L92_R_20080912DKE_DG1-074_Processed","L92",2008,3.53245931908831
"L92_R_20160605KCB_SJ1-841_processed","L92",2016,3.6778787447463
"L94_R_20080627KCB_DG1-502_Processed","L94",2008,2.56708103904424
"L94_R_20110720KCB_SJ1-1425_Processed","L94",2011,2.61908361830394
"L94_R_20130811DKE_SJ1-711_Processed","L94",2013,2.30071426149117
"L94_R_20130811JCH_SJ1-1210_Processed","L94",2013,2.34437220738035
"L94_R_20140811EEH_SJ1-057_processed","L94",2014,2.61491791200701
"L94_R_20140811EEH_SJ1-058_processed","L94",2014,2.65021142267839
"L95_R_20151011KCB_JF2-148_Processed","L95",2015,3.52621791325599
